Kod;Nazwa;imigracja_2005;imigracja_2006;imigracja_2007;imigracja_2008;imigracja_2009;imigracja_2010;imigracja_2011;imigracja_2012;imigracja_2013;imigracja_2014;imigracja_2015;imigracja_2016;imigracja_2017;imigracja_2018;imigracja_2019;imigracja_2020;emigracja_2005;emigracja_2006;emigracja_2007;emigracja_2008;emigracja_2009;emigracja_2010;emigracja_2011;emigracja_2012;emigracja_2013;emigracja_2014;emigracja_2015;emigracja_2016;emigracja_2017;emigracja_2018;emigracja_2019;emigracja_2020;
2612034;Oleśnica - miasto (4);;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;
2612035;Oleśnica - obszar wiejski (5);;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;
2612043;Osiek (3);;;;;;;;;;;;5;1;0;2;;;;;;;;;;;;;8;6;0;2;;
2612044;Osiek - miasto (4);;;;;;;;;;;;2;0;0;0;;;;;;;;;;;;;0;0;0;0;;
2612045;Osiek - obszar wiejski (5);;;;;;;;;;;;3;1;0;2;;;;;;;;;;;;;8;6;0;2;;
2612053;Połaniec (3);;;;;;;;;;;;2;2;4;2;;;;;;;;;;;;;2;0;0;0;;
2612054;Połaniec - miasto (4);;;;;;;;;;;;0;1;3;2;;;;;;;;;;;;;2;0;0;0;;
2612055;Połaniec - obszar wiejski (5);;;;;;;;;;;;2;1;1;0;;;;;;;;;;;;;0;0;0;0;;
2612062;Rytwiany (2);;;;;;;;;;;;8;12;3;5;;;;;;;;;;;;;0;0;0;0;;
2612073;Staszów (3);;;;;;;;;;;;8;2;6;9;;;;;;;;;;;;;0;0;2;0;;
2612074;Staszów - miasto (4);;;;;;;;;;;;8;1;4;7;;;;;;;;;;;;;0;0;2;0;;
2612075;Staszów - obszar wiejski (5);;;;;;;;;;;;0;1;2;2;;;;;;;;;;;;;0;0;0;0;;
2612082;Szydłów (2);;;;;;;;;;;;2;0;0;;;;;;;;;;;;;;0;0;0;;;
2613000;Powiat włoszczowski;4;2;7;8;9;11;3;4;9;4;0;5;12;5;9;;2;10;22;13;12;9;4;5;14;10;0;7;8;4;5;;
2613012;Kluczewsko (2);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;2;1;1;1;;
2613022;Krasocin (2);;;;;;;;;;;;3;8;3;5;;;;;;;;;;;;;2;6;1;4;;
2613042;Radków (2);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;2;1;0;0;;
2613052;Secemin (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;1;0;;
2613063;Włoszczowa (3);;;;;;;;;;;;0;3;1;3;;;;;;;;;;;;;1;0;1;0;;
2613064;Włoszczowa - miasto (4);;;;;;;;;;;;0;2;0;2;;;;;;;;;;;;;1;0;1;0;;
2613065;Włoszczowa - obszar wiejski (5);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;0;0;0;0;;
2661000;Powiat m.Kielce;26;78;67;81;101;63;86;73;54;74;0;113;88;67;98;;23;237;151;184;119;114;79;86;144;133;0;15;12;38;19;;
2661011;Kielce (1);;;;;;;;;;;;113;88;67;98;;;;;;;;;;;;;15;12;38;19;;
2800000;WARMIŃSKO-MAZURSKIE;293;423;621;577;674;755;764;707;620;579;0;435;409;560;534;;1130;2350;1672;1316;744;740;808;881;1611;1361;0;706;708;667;513;;
2801000;Powiat bartoszycki;9;17;35;21;32;34;55;32;33;31;0;21;18;21;15;;37;79;60;63;32;27;38;61;49;75;0;39;37;24;8;;
2801011;Bartoszyce (1);;;;;;;;;;;;6;6;8;6;;;;;;;;;;;;;18;10;16;6;;
2801021;Górowo Iławeckie (1);;;;;;;;;;;;0;1;4;2;;;;;;;;;;;;;0;0;0;1;;
2801032;Bartoszyce (2);;;;;;;;;;;;5;4;0;4;;;;;;;;;;;;;8;12;6;1;;
2801043;Bisztynek (3);;;;;;;;;;;;3;4;3;0;;;;;;;;;;;;;5;3;0;0;;
2801044;Bisztynek - miasto (4);;;;;;;;;;;;2;1;0;0;;;;;;;;;;;;;1;0;0;0;;
2801045;Bisztynek - obszar wiejski (5);;;;;;;;;;;;1;3;3;0;;;;;;;;;;;;;4;3;0;0;;
2801052;Górowo Iławeckie (2);;;;;;;;;;;;7;3;3;3;;;;;;;;;;;;;8;12;2;0;;
2801063;Sępopol (3);;;;;;;;;;;;0;0;3;0;;;;;;;;;;;;;0;0;0;0;;
2801064;Sępopol - miasto (4);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;0;0;0;0;;
2801065;Sępopol - obszar wiejski (5);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
2802000;Powiat braniewski;7;11;23;17;15;22;17;16;9;7;0;12;7;5;7;;7;32;29;25;9;9;11;17;32;15;0;10;6;1;4;;
2802011;Braniewo (1);;;;;;;;;;;;8;4;2;3;;;;;;;;;;;;;8;0;0;1;;
2802022;Braniewo (2);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;0;6;0;0;;
2802033;Frombork (3);;;;;;;;;;;;3;0;0;0;;;;;;;;;;;;;0;0;1;0;;
2802034;Frombork - miasto (4);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;1;0;;
2802035;Frombork - obszar wiejski (5);;;;;;;;;;;;3;0;0;0;;;;;;;;;;;;;0;0;0;0;;
2802042;Lelkowo (2);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;0;0;0;0;;
2802053;Pieniężno (3);;;;;;;;;;;;1;0;2;3;;;;;;;;;;;;;2;0;0;1;;
2802054;Pieniężno - miasto (4);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;2;0;0;1;;
2802055;Pieniężno - obszar wiejski (5);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;0;0;0;0;;
2802072;Wilczęta (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;2;;
2803000;Powiat działdowski;3;14;12;16;16;13;18;11;7;6;0;11;14;13;12;;11;63;35;21;13;6;20;16;27;5;0;9;5;1;4;;
2803011;Działdowo (1);;;;;;;;;;;;4;7;2;9;;;;;;;;;;;;;0;0;0;2;;
2803022;Działdowo (2);;;;;;;;;;;;4;0;4;1;;;;;;;;;;;;;9;1;0;0;;
2803032;Iłowo-Osada (2);;;;;;;;;;;;2;1;0;1;;;;;;;;;;;;;0;0;0;0;;
2803043;Lidzbark (3);;;;;;;;;;;;0;5;6;0;;;;;;;;;;;;;0;0;0;0;;
2803044;Lidzbark - miasto (4);;;;;;;;;;;;0;4;5;0;;;;;;;;;;;;;0;0;0;0;;
2803045;Lidzbark - obszar wiejski (5);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;0;0;0;0;;
2803052;Płośnica (2);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;0;4;1;2;;
2803062;Rybno (2);;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;0;0;0;;
2804000;Powiat elbląski;2;10;20;21;30;30;22;15;18;21;0;12;7;15;9;;14;71;78;51;16;29;32;25;45;39;0;41;42;42;42;;
2804012;Elbląg (2);;;;;;;;;;;;1;0;1;2;;;;;;;;;;;;;0;0;0;0;;
2804022;Godkowo (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;1;1;;
2804032;Gronowo Elbląskie (2);;;;;;;;;;;;0;2;0;0;;;;;;;;;;;;;0;0;1;0;;
2804042;Markusy (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;4;0;0;0;;
2804052;Milejewo (2);;;;;;;;;;;;3;0;0;1;;;;;;;;;;;;;0;0;0;0;;
2804063;Młynary (3);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;0;0;0;0;;
2804064;Młynary - miasto (4);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;0;0;0;0;;
2804065;Młynary - obszar wiejski (5);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
2804073;Pasłęk (3);;;;;;;;;;;;2;4;9;4;;;;;;;;;;;;;34;34;32;39;;
2804074;Pasłęk - miasto (4);;;;;;;;;;;;1;4;7;1;;;;;;;;;;;;;24;23;22;25;;
2804075;Pasłęk - obszar wiejski (5);;;;;;;;;;;;1;0;2;3;;;;;;;;;;;;;10;11;10;14;;
2804082;Rychliki (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;1;6;1;0;;
2804093;Tolkmicko (3);;;;;;;;;;;;6;0;2;1;;;;;;;;;;;;;2;2;7;2;;
2804094;Tolkmicko - miasto (4);;;;;;;;;;;;2;0;1;0;;;;;;;;;;;;;0;2;1;1;;
2804095;Tolkmicko - obszar wiejski (5);;;;;;;;;;;;4;0;1;1;;;;;;;;;;;;;2;0;6;1;;
2805000;Powiat ełcki;18;45;46;73;83;148;144;131;125;121;0;78;69;85;79;;99;179;142;118;69;62;54;67;142;136;0;48;60;57;38;;
2805011;Ełk (1);;;;;;;;;;;;53;65;71;63;;;;;;;;;;;;;37;60;52;38;;
2805022;Ełk (2);;;;;;;;;;;;6;1;8;5;;;;;;;;;;;;;6;0;0;0;;
2805032;Kalinowo (2);;;;;;;;;;;;0;0;0;3;;;;;;;;;;;;;0;0;0;0;;
2805042;Prostki (2);;;;;;;;;;;;13;2;4;3;;;;;;;;;;;;;0;0;0;0;;
2805052;Stare Juchy (2);;;;;;;;;;;;6;1;2;5;;;;;;;;;;;;;5;0;5;0;;
2806000;Powiat giżycki;19;18;18;16;22;34;42;43;22;30;0;24;21;32;34;;32;50;41;26;39;29;19;24;69;46;0;6;9;9;3;;
2806011;Giżycko (1);;;;;;;;;;;;20;14;21;22;;;;;;;;;;;;;3;0;3;2;;
2806042;Giżycko (2);;;;;;;;;;;;1;3;3;3;;;;;;;;;;;;;2;1;1;0;;
2806052;Kruklanki (2);;;;;;;;;;;;2;2;1;3;;;;;;;;;;;;;0;2;1;0;;
2806062;Miłki (2);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;0;1;2;1;;
2806083;Ryn (3);;;;;;;;;;;;0;1;4;2;;;;;;;;;;;;;0;1;1;0;;
2806084;Ryn - miasto (4);;;;;;;;;;;;0;1;4;0;;;;;;;;;;;;;0;0;1;0;;
2806085;Ryn - obszar wiejski (5);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;1;0;0;;
2806102;Wydminy (2);;;;;;;;;;;;1;0;3;3;;;;;;;;;;;;;1;4;1;0;;
2807000;Powiat iławski;13;17;47;43;34;35;36;27;27;22;0;22;29;42;25;;74;155;82;58;43;46;41;41;88;106;0;11;8;14;11;;
2807011;Iława (1);;;;;;;;;;;;5;10;23;7;;;;;;;;;;;;;0;0;0;2;;
2807021;Lubawa (1);;;;;;;;;;;;2;0;1;0;;;;;;;;;;;;;0;0;3;0;;
2807032;Iława (2);;;;;;;;;;;;0;0;8;7;;;;;;;;;;;;;2;2;0;1;;
2807043;Kisielice (3);;;;;;;;;;;;4;3;3;0;;;;;;;;;;;;;0;1;0;0;;
2807044;Kisielice - miasto (4);;;;;;;;;;;;3;0;0;0;;;;;;;;;;;;;0;0;0;0;;
2807045;Kisielice - obszar wiejski (5);;;;;;;;;;;;1;3;3;0;;;;;;;;;;;;;0;1;0;0;;
2807052;Lubawa (2);;;;;;;;;;;;4;4;0;2;;;;;;;;;;;;;0;1;1;0;;
2807063;Susz (3);;;;;;;;;;;;5;8;7;9;;;;;;;;;;;;;7;4;10;8;;
2807064;Susz - miasto (4);;;;;;;;;;;;1;4;6;4;;;;;;;;;;;;;1;0;4;3;;
2807065;Susz - obszar wiejski (5);;;;;;;;;;;;4;4;1;5;;;;;;;;;;;;;6;4;6;5;;
2807073;Zalewo (3);;;;;;;;;;;;2;4;0;0;;;;;;;;;;;;;2;0;0;0;;
2807074;Zalewo - miasto (4);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;0;0;0;;
2807075;Zalewo - obszar wiejski (5);;;;;;;;;;;;2;4;0;0;;;;;;;;;;;;;0;0;0;0;;
2808000;Powiat kętrzyński;5;21;35;31;50;46;30;36;20;12;0;16;10;17;12;;77;136;100;103;52;47;55;72;113;90;0;17;37;64;49;;
2808011;Kętrzyn (1);;;;;;;;;;;;10;7;6;5;;;;;;;;;;;;;7;8;45;32;;
2808022;Barciany (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;1;0;0;;
2808032;Kętrzyn (2);;;;;;;;;;;;2;1;4;1;;;;;;;;;;;;;2;3;0;0;;
2808043;Korsze (3);;;;;;;;;;;;1;2;3;1;;;;;;;;;;;;;6;24;15;15;;
2808044;Korsze - miasto (4);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;4;12;7;11;;
2808045;Korsze - obszar wiejski (5);;;;;;;;;;;;1;1;3;1;;;;;;;;;;;;;2;12;8;4;;
2808053;Reszel (3);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;2;1;4;2;;
2808054;Reszel - miasto (4);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;0;2;2;;
2808055;Reszel - obszar wiejski (5);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;1;2;0;;
2808062;Srokowo (2);;;;;;;;;;;;2;0;3;4;;;;;;;;;;;;;0;0;0;0;;
2809000;Powiat lidzbarski;15;15;22;15;16;20;22;31;27;27;0;11;17;19;28;;5;82;47;22;5;23;15;33;71;52;0;19;39;42;19;;
2809011;Lidzbark Warmiński (1);;;;;;;;;;;;2;4;7;9;;;;;;;;;;;;;9;27;29;17;;
2809022;Kiwity (2);;;;;;;;;;;;1;3;1;0;;;;;;;;;;;;;3;5;2;0;;
2809032;Lidzbark Warmiński (2);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;1;1;0;;
2809042;Lubomino (2);;;;;;;;;;;;4;5;5;10;;;;;;;;;;;;;2;5;10;1;;
2809053;Orneta (3);;;;;;;;;;;;4;5;5;9;;;;;;;;;;;;;5;1;0;1;;
2809054;Orneta - miasto (4);;;;;;;;;;;;4;4;3;9;;;;;;;;;;;;;1;1;0;1;;
2809055;Orneta - obszar wiejski (5);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;4;0;0;0;;
2810000;Powiat mrągowski;5;26;41;37;50;43;51;43;41;39;0;11;18;19;23;;81;156;134;77;33;42;44;25;74;31;0;40;66;65;53;;
2810011;Mrągowo (1);;;;;;;;;;;;4;12;10;8;;;;;;;;;;;;;39;65;61;53;;
2810023;Mikołajki (3);;;;;;;;;;;;0;0;0;4;;;;;;;;;;;;;1;0;0;0;;
2810024;Mikołajki - miasto (4);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;0;0;;
2810025;Mikołajki - obszar wiejski (5);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;1;0;0;0;;
2810032;Mrągowo (2);;;;;;;;;;;;5;3;5;5;;;;;;;;;;;;;0;0;1;0;;
2810042;Piecki (2);;;;;;;;;;;;2;3;4;6;;;;;;;;;;;;;0;1;2;0;;
2810052;Sorkwity (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;1;0;;
2811000;Powiat nidzicki;0;2;1;2;6;3;3;1;3;4;0;5;2;4;10;;14;6;17;10;4;2;3;4;20;24;0;3;6;4;0;;
2811012;Janowiec Kościelny (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
2811032;Kozłowo (2);;;;;;;;;;;;3;1;0;1;;;;;;;;;;;;;0;2;4;0;;
2811043;Nidzica (3);;;;;;;;;;;;2;1;4;8;;;;;;;;;;;;;3;4;0;0;;
2811044;Nidzica - miasto (4);;;;;;;;;;;;2;1;4;6;;;;;;;;;;;;;3;2;0;0;;
2811045;Nidzica - obszar wiejski (5);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;2;0;0;;
2812000;Powiat nowomiejski;3;11;11;5;8;12;2;6;5;5;0;10;5;11;2;;1;42;10;15;1;5;14;7;14;20;0;3;1;1;9;;
2812011;Nowe Miasto Lubawskie (1);;;;;;;;;;;;3;1;0;0;;;;;;;;;;;;;1;0;0;3;;
2812022;Biskupiec (2);;;;;;;;;;;;4;2;2;1;;;;;;;;;;;;;0;0;0;0;;
2812032;Grodziczno (2);;;;;;;;;;;;1;2;0;0;;;;;;;;;;;;;0;0;0;0;;
2812042;Kurzętnik (2);;;;;;;;;;;;0;0;5;1;;;;;;;;;;;;;0;0;0;1;;
2812052;Nowe Miasto Lubawskie (2);;;;;;;;;;;;2;0;4;0;;;;;;;;;;;;;2;1;1;5;;
2813000;Powiat olecki;7;8;3;9;26;18;19;20;9;19;0;7;6;7;17;;14;52;34;15;7;5;14;7;23;41;0;11;5;4;12;;
2813032;Kowale Oleckie (2);;;;;;;;;;;;1;2;0;4;;;;;;;;;;;;;0;0;0;0;;
2813043;Olecko (3);;;;;;;;;;;;4;4;2;12;;;;;;;;;;;;;11;5;4;9;;
2813044;Olecko - miasto (4);;;;;;;;;;;;3;1;2;6;;;;;;;;;;;;;10;3;4;4;;
2813045;Olecko - obszar wiejski (5);;;;;;;;;;;;1;3;0;6;;;;;;;;;;;;;1;2;0;5;;
2813052;Świętajno (2);;;;;;;;;;;;1;0;3;0;;;;;;;;;;;;;0;0;0;0;;
2813062;Wieliczki (2);;;;;;;;;;;;1;0;2;1;;;;;;;;;;;;;0;0;0;3;;
2814000;Powiat olsztyński;29;41;51;53;62;68;74;69;71;66;0;35;50;52;46;;204;265;204;130;95;57;70;72;169;136;0;75;61;52;35;;
2814013;Barczewo (3);;;;;;;;;;;;3;10;6;6;;;;;;;;;;;;;1;3;1;1;;
2814014;Barczewo - miasto (4);;;;;;;;;;;;0;5;2;3;;;;;;;;;;;;;0;3;1;1;;
2814015;Barczewo - obszar wiejski (5);;;;;;;;;;;;3;5;4;3;;;;;;;;;;;;;1;0;0;0;;
2814023;Biskupiec (3);;;;;;;;;;;;3;6;7;5;;;;;;;;;;;;;1;0;4;1;;
2814024;Biskupiec - miasto (4);;;;;;;;;;;;1;5;4;3;;;;;;;;;;;;;0;0;3;1;;
2814025;Biskupiec - obszar wiejski (5);;;;;;;;;;;;2;1;3;2;;;;;;;;;;;;;1;0;1;0;;
2814033;Dobre Miasto (3);;;;;;;;;;;;7;12;11;4;;;;;;;;;;;;;21;24;27;19;;
2814034;Dobre Miasto - miasto (4);;;;;;;;;;;;6;8;6;2;;;;;;;;;;;;;17;17;13;8;;
2814035;Dobre Miasto - obszar wiejski (5);;;;;;;;;;;;1;4;5;2;;;;;;;;;;;;;4;7;14;11;;
2814042;Dywity (2);;;;;;;;;;;;6;0;3;5;;;;;;;;;;;;;2;6;0;0;;
2814052;Gietrzwałd (2);;;;;;;;;;;;2;4;4;6;;;;;;;;;;;;;6;5;2;1;;
2814063;Jeziorany (3);;;;;;;;;;;;0;3;2;2;;;;;;;;;;;;;4;2;5;10;;
2814064;Jeziorany - miasto (4);;;;;;;;;;;;0;2;0;1;;;;;;;;;;;;;4;0;0;6;;
2814065;Jeziorany - obszar wiejski (5);;;;;;;;;;;;0;1;2;1;;;;;;;;;;;;;0;2;5;4;;
2814072;Jonkowo (2);;;;;;;;;;;;1;1;2;0;;;;;;;;;;;;;0;0;0;0;;
2814082;Kolno (2);;;;;;;;;;;;1;1;0;4;;;;;;;;;;;;;1;1;0;0;;
2814093;Olsztynek (3);;;;;;;;;;;;2;4;5;6;;;;;;;;;;;;;3;8;6;2;;
2814094;Olsztynek - miasto (4);;;;;;;;;;;;1;0;2;1;;;;;;;;;;;;;0;5;3;0;;
2814095;Olsztynek - obszar wiejski (5);;;;;;;;;;;;1;4;3;5;;;;;;;;;;;;;3;3;3;2;;
2814102;Purda (2);;;;;;;;;;;;9;4;5;3;;;;;;;;;;;;;18;8;2;0;;
2814112;Stawiguda (2);;;;;;;;;;;;0;5;4;5;;;;;;;;;;;;;16;4;5;1;;
2814122;Świątki (2);;;;;;;;;;;;1;0;3;0;;;;;;;;;;;;;2;0;0;0;;
2815000;Powiat ostródzki;14;32;60;56;62;60;67;54;46;38;0;16;29;57;40;;123;309;196;191;96;93;121;114;194;134;0;172;115;100;84;;
2815011;Ostróda (1);;;;;;;;;;;;7;2;27;13;;;;;;;;;;;;;85;39;23;6;;
2815022;Dąbrówno (2);;;;;;;;;;;;1;2;0;6;;;;;;;;;;;;;2;4;9;0;;
2815032;Grunwald (2);;;;;;;;;;;;0;1;3;0;;;;;;;;;;;;;0;0;1;0;;
2815042;Łukta (2);;;;;;;;;;;;1;3;1;1;;;;;;;;;;;;;1;0;0;2;;
2815052;Małdyty (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;3;0;0;1;;
2815063;Miłakowo (3);;;;;;;;;;;;1;1;3;5;;;;;;;;;;;;;2;6;5;3;;
2815064;Miłakowo - miasto (4);;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;0;1;2;0;;
2815065;Miłakowo - obszar wiejski (5);;;;;;;;;;;;0;0;1;4;;;;;;;;;;;;;2;5;3;3;;
2815073;Miłomłyn (3);;;;;;;;;;;;1;4;1;4;;;;;;;;;;;;;4;0;0;0;;
2815074;Miłomłyn - miasto (4);;;;;;;;;;;;0;2;1;3;;;;;;;;;;;;;2;0;0;0;;
2815075;Miłomłyn - obszar wiejski (5);;;;;;;;;;;;1;2;0;1;;;;;;;;;;;;;2;0;0;0;;
2815083;Morąg (3);;;;;;;;;;;;3;12;9;7;;;;;;;;;;;;;63;60;58;66;;
2815084;Morąg - miasto (4);;;;;;;;;;;;3;8;5;3;;;;;;;;;;;;;49;40;49;46;;
2815085;Morąg - obszar wiejski (5);;;;;;;;;;;;0;4;4;4;;;;;;;;;;;;;14;20;9;20;;
2815092;Ostróda (2);;;;;;;;;;;;2;3;13;4;;;;;;;;;;;;;12;6;4;6;;
2816000;Powiat piski;5;21;33;26;30;42;40;43;54;22;0;33;18;33;46;;26;105;118;54;33;38;33;43;51;54;0;43;58;56;48;;
2816013;Biała Piska (3);;;;;;;;;;;;7;1;5;3;;;;;;;;;;;;;10;4;0;0;;
2816014;Biała Piska - miasto (4);;;;;;;;;;;;2;1;2;2;;;;;;;;;;;;;4;2;0;0;;
2816015;Biała Piska - obszar wiejski (5);;;;;;;;;;;;5;0;3;1;;;;;;;;;;;;;6;2;0;0;;
2816023;Orzysz (3);;;;;;;;;;;;6;2;4;3;;;;;;;;;;;;;11;11;13;2;;
2816024;Orzysz - miasto (4);;;;;;;;;;;;5;1;1;3;;;;;;;;;;;;;11;9;12;1;;
2816025;Orzysz - obszar wiejski (5);;;;;;;;;;;;1;1;3;0;;;;;;;;;;;;;0;2;1;1;;
2816033;Pisz (3);;;;;;;;;;;;8;4;10;31;;;;;;;;;;;;;22;38;29;38;;
2816034;Pisz - miasto (4);;;;;;;;;;;;4;3;9;16;;;;;;;;;;;;;22;37;23;35;;
2816035;Pisz - obszar wiejski (5);;;;;;;;;;;;4;1;1;15;;;;;;;;;;;;;0;1;6;3;;
2816043;Ruciane-Nida (3);;;;;;;;;;;;12;11;14;9;;;;;;;;;;;;;0;5;14;8;;
2816044;Ruciane-Nida - miasto (4);;;;;;;;;;;;1;4;6;3;;;;;;;;;;;;;0;1;10;2;;
2816045;Ruciane-Nida - obszar wiejski (5);;;;;;;;;;;;11;7;8;6;;;;;;;;;;;;;0;4;4;6;;
2817000;Powiat szczycieński;14;18;43;27;20;28;33;33;25;18;0;15;16;24;22;;65;128;85;60;50;28;40;56;117;64;0;63;42;20;22;;
2817011;Szczytno (1);;;;;;;;;;;;5;4;4;7;;;;;;;;;;;;;43;30;14;19;;
2817022;Dźwierzuty (2);;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;2;1;0;0;;
2817032;Jedwabno (2);;;;;;;;;;;;2;1;2;0;;;;;;;;;;;;;0;5;0;1;;
2817043;Pasym (3);;;;;;;;;;;;1;1;3;1;;;;;;;;;;;;;3;3;5;0;;
2817044;Pasym - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;2;0;0;0;;
2817045;Pasym - obszar wiejski (5);;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;1;3;5;0;;
2817052;Rozogi (2);;;;;;;;;;;;3;5;4;8;;;;;;;;;;;;;0;0;0;0;;
2817062;Szczytno (2);;;;;;;;;;;;2;2;6;3;;;;;;;;;;;;;8;2;0;1;;
2817072;Świętajno (2);;;;;;;;;;;;1;0;3;1;;;;;;;;;;;;;0;0;0;1;;
2817082;Wielbark (2);;;;;;;;;;;;0;2;0;;;;;;;;;;;;;;7;1;1;;;
2817083;Wielbark (3);;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;
2817084;Wielbark - miasto (4);;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;
2818000;Powiat gołdapski;3;7;10;4;7;7;13;6;7;5;0;3;3;1;7;;1;41;19;15;6;17;19;13;20;11;0;2;2;0;2;;
2818012;Banie Mazurskie (2);;;;;;;;;;;;0;0;0;3;;;;;;;;;;;;;1;0;0;0;;
2818022;Dubeninki (2);;;;;;;;;;;;0;1;0;2;;;;;;;;;;;;;0;0;0;0;;
2818033;Gołdap (3);;;;;;;;;;;;3;2;1;2;;;;;;;;;;;;;1;2;0;2;;
2818034;Gołdap - miasto (4);;;;;;;;;;;;2;2;1;0;;;;;;;;;;;;;1;2;0;2;;
2818035;Gołdap - obszar wiejski (5);;;;;;;;;;;;1;0;0;2;;;;;;;;;;;;;0;0;0;0;;
2819000;Powiat węgorzewski;12;6;12;6;12;7;13;9;7;12;0;10;8;5;7;;2;7;11;16;15;5;1;2;8;2;0;7;2;0;1;;
2819012;Budry (2);;;;;;;;;;;;1;2;3;3;;;;;;;;;;;;;0;0;0;0;;
2819022;Pozezdrze (2);;;;;;;;;;;;4;3;0;2;;;;;;;;;;;;;0;2;0;0;;
2819033;Węgorzewo (3);;;;;;;;;;;;5;3;2;2;;;;;;;;;;;;;7;0;0;1;;
2819034;Węgorzewo - miasto (4);;;;;;;;;;;;4;1;1;2;;;;;;;;;;;;;2;0;0;1;;
2819035;Węgorzewo - obszar wiejski (5);;;;;;;;;;;;1;2;1;0;;;;;;;;;;;;;5;0;0;0;;
2861000;Powiat m.Elbląg;2;18;35;18;37;30;23;24;20;23;0;29;25;43;31;;28;22;17;20;32;37;66;70;111;130;0;43;42;77;30;;
2861011;Elbląg (1);;;;;;;;;;;;29;25;43;31;;;;;;;;;;;;;43;42;77;30;;
2862000;Powiat m.Olsztyn;108;65;63;81;56;55;40;57;44;51;0;54;37;55;62;;215;370;213;226;94;133;98;112;174;150;0;44;65;34;39;;
2862011;Olsztyn (1);;;;;;;;;;;;54;37;55;62;;;;;;;;;;;;;44;65;34;39;;
3000000;WIELKOPOLSKIE;356;403;599;643;899;661;725;711;520;551;0;821;801;916;1012;;578;2292;1853;1519;1183;1094;1207;1438;1999;1859;0;745;673;755;755;;
3001000;Powiat chodzieski;2;6;12;12;16;7;7;10;14;16;0;6;9;8;11;;2;42;31;37;17;21;12;11;31;40;0;23;12;32;20;;
3001011;Chodzież (1);;;;;;;;;;;;1;6;2;2;;;;;;;;;;;;;17;6;23;18;;
3001022;Budzyń (2);;;;;;;;;;;;3;1;1;3;;;;;;;;;;;;;0;0;0;0;;
3001032;Chodzież (2);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;4;1;9;2;;
3001043;Margonin (3);;;;;;;;;;;;1;1;4;2;;;;;;;;;;;;;1;4;0;0;;
3001044;Margonin - miasto (4);;;;;;;;;;;;1;1;2;2;;;;;;;;;;;;;1;3;0;0;;
3001045;Margonin - obszar wiejski (5);;;;;;;;;;;;0;0;2;0;;;;;;;;;;;;;0;1;0;0;;
3001053;Szamocin (3);;;;;;;;;;;;0;1;1;3;;;;;;;;;;;;;1;1;0;0;;
